transaction_id,customer_id,amount,failure_reason,previous_successes,previous_failures,customer_lifetime_value,retry_count,days_since_last_payment,checkout_duration,payment_method,risk_score,recovered
TXN-02824,CUST-5686,2379.83,temporary_bank_decline,9,4,12512.18,4,69,156,netbanking,0.373,0
TXN-02825,CUST-3601,26606.65,insufficient_balance,3,3,113259.34,4,66,183,wallet,0.557,0
TXN-02826,CUST-2635,37031.49,temporary_bank_decline,9,2,175231.36,1,100,520,netbanking,0.346,0
TXN-02827,CUST-3753,7120.21,network_error,6,4,81558.42,1,6,368,card,0.248,1
TXN-02828,CUST-5883,26927.17,insufficient_balance,6,0,51377.96,0,50,557,netbanking,0.138,1
TXN-02829,CUST-2524,36013.13,insufficient_balance,3,3,12164.44,2,20,488,upi,0.313,0
TXN-02830,CUST-6080,31883.16,insufficient_balance,9,2,87335.13,2,29,191,card,0.378,0
TXN-02831,CUST-9848,730.22,temporary_bank_decline,5,3,93734.93,0,78,31,card,0.112,1
TXN-02832,CUST-9658,17400.68,authentication_failure,9,2,161859.85,0,154,373,wallet,0.24,1
TXN-02833,CUST-7992,31999.0,insufficient_balance,10,2,53994.78,2,92,354,netbanking,0.343,0
TXN-02834,CUST-1204,19668.63,temporary_bank_decline,3,0,30201.05,3,176,443,card,0.373,1
TXN-02835,CUST-7210,47523.18,insufficient_balance,10,1,171415.24,4,141,7,upi,0.502,0
TXN-02836,CUST-6633,19375.98,insufficient_balance,7,2,109595.23,1,175,320,card,0.302,0
TXN-02837,CUST-7381,7877.7,temporary_bank_decline,10,3,27005.96,4,97,401,card,0.423,1
TXN-02838,CUST-1843,47158.18,insufficient_balance,11,3,53431.1,2,106,489,card,0.483,1
TXN-02839,CUST-8922,4230.66,temporary_bank_decline,10,2,104238.82,1,134,217,netbanking,0.242,0
TXN-02840,CUST-5924,26621.71,network_error,13,1,58646.0,3,5,27,upi,0.13,0
TXN-02841,CUST-4883,16006.64,network_error,7,1,150212.19,2,93,99,upi,0.248,1
TXN-02842,CUST-6933,11483.3,temporary_bank_decline,7,1,72013.76,1,119,578,card,0.163,1
TXN-02843,CUST-2858,23277.7,insufficient_balance,13,0,135559.33,4,4,174,upi,0.27,0
TXN-02844,CUST-2039,22471.46,insufficient_balance,12,1,198159.47,4,61,248,netbanking,0.424,0
TXN-02845,CUST-1061,39875.86,temporary_bank_decline,6,2,108473.91,1,60,15,upi,0.34,0
TXN-02846,CUST-4238,49329.32,temporary_bank_decline,5,1,194497.12,3,131,201,netbanking,0.374,0
TXN-02847,CUST-8118,40345.57,temporary_bank_decline,12,0,32077.66,3,96,60,wallet,0.439,0
TXN-02848,CUST-9435,33778.93,expired_card,6,0,178270.16,1,149,120,upi,0.374,0
TXN-02849,CUST-1571,17155.8,insufficient_balance,9,2,177765.16,0,28,124,card,0.138,0
TXN-02850,CUST-2195,8673.52,temporary_bank_decline,6,1,59894.08,1,24,598,card,0.145,1
TXN-02851,CUST-5787,3622.92,authentication_failure,7,3,102433.66,0,6,128,card,0.139,1
TXN-02852,CUST-9699,12471.94,expired_card,9,0,38507.56,3,46,170,card,0.266,1
TXN-02853,CUST-8904,28193.15,temporary_bank_decline,7,3,93186.31,2,40,457,upi,0.414,0
TXN-02854,CUST-9348,40267.23,temporary_bank_decline,4,0,66053.63,0,148,366,upi,0.257,1
TXN-02855,CUST-4984,37436.46,network_error,9,3,36652.98,4,79,91,card,0.455,0
TXN-02856,CUST-1091,2179.77,authentication_failure,14,2,66841.03,0,38,261,wallet,0.087,0
TXN-02857,CUST-7641,16483.16,authentication_failure,9,2,175901.77,4,151,303,wallet,0.432,0
TXN-02858,CUST-8132,21380.46,network_error,7,2,189099.33,3,1,178,upi,0.349,0
TXN-02859,CUST-8632,2155.96,network_error,11,0,92294.48,2,13,595,upi,0.126,1
TXN-02860,CUST-1309,19247.95,insufficient_balance,9,3,140507.83,1,90,357,upi,0.403,0
TXN-02861,CUST-7165,14407.93,network_error,9,3,91748.02,3,123,59,wallet,0.457,0
TXN-02862,CUST-7475,43279.26,expired_card,12,5,173830.02,3,145,228,card,0.649,0
TXN-02863,CUST-8081,26690.73,temporary_bank_decline,5,1,4114.48,0,99,570,upi,0.177,1
TXN-02864,CUST-2691,45578.17,authentication_failure,9,0,132887.01,0,81,586,wallet,0.301,1
TXN-02865,CUST-1409,8744.37,temporary_bank_decline,6,0,55246.93,4,6,391,upi,0.11,1
TXN-02866,CUST-8962,30964.53,temporary_bank_decline,8,3,110586.91,0,131,438,netbanking,0.298,0
TXN-02867,CUST-9563,12810.26,expired_card,10,0,97903.38,4,33,333,card,0.34,0
TXN-02868,CUST-7626,13459.11,authentication_failure,7,2,123438.82,0,51,77,upi,0.256,0
TXN-02869,CUST-4508,28784.54,network_error,10,0,126815.12,4,170,19,upi,0.432,0
TXN-02870,CUST-1507,8361.43,temporary_bank_decline,4,3,168826.76,4,154,69,card,0.393,0
TXN-02871,CUST-1881,1773.7,temporary_bank_decline,10,0,18814.27,3,59,132,upi,0.25,1
TXN-02872,CUST-5893,16070.9,expired_card,10,1,118532.16,4,9,193,upi,0.306,1
TXN-02873,CUST-7490,14681.6,temporary_bank_decline,8,0,130176.32,3,30,309,upi,0.199,1
TXN-02874,CUST-7722,9488.25,expired_card,9,4,99921.16,3,89,594,wallet,0.502,0
TXN-02875,CUST-4858,36982.76,temporary_bank_decline,9,0,11429.71,3,156,565,netbanking,0.447,0
TXN-02876,CUST-4856,41751.88,temporary_bank_decline,15,1,17372.55,2,139,499,card,0.501,0
TXN-02877,CUST-4956,454.06,expired_card,5,1,41930.12,3,121,547,netbanking,0.238,0
TXN-02878,CUST-2158,42621.83,temporary_bank_decline,10,2,53336.86,1,43,111,upi,0.276,0
TXN-02879,CUST-1726,25151.46,temporary_bank_decline,9,2,162502.92,1,9,481,card,0.261,1
TXN-02880,CUST-6217,48749.82,temporary_bank_decline,7,1,119927.44,0,146,328,card,0.295,1
TXN-02881,CUST-5375,14197.4,expired_card,6,0,49049.95,1,138,248,wallet,0.186,1
TXN-02882,CUST-4673,8410.92,network_error,7,3,90501.59,1,169,177,upi,0.395,0
TXN-02883,CUST-3894,14042.34,network_error,6,1,25461.04,3,19,375,card,0.204,1
TXN-02884,CUST-8018,14450.38,insufficient_balance,7,1,182449.33,0,168,303,card,0.291,1
TXN-02885,CUST-8512,37889.5,expired_card,3,6,176816.3,4,38,422,card,0.568,0
TXN-02886,CUST-6349,19134.55,temporary_bank_decline,4,1,78960.3,4,101,422,card,0.443,0
TXN-02887,CUST-3068,1484.98,insufficient_balance,8,4,131217.11,1,44,509,netbanking,0.2,1
TXN-02888,CUST-5970,34810.22,temporary_bank_decline,9,4,182882.49,3,51,324,upi,0.456,0
TXN-02889,CUST-5478,48487.6,insufficient_balance,9,0,173216.67,2,144,577,netbanking,0.306,0
TXN-02890,CUST-4198,22314.62,expired_card,10,3,38393.39,2,128,389,card,0.353,1
TXN-02891,CUST-9874,21459.44,network_error,5,0,66479.26,4,80,543,upi,0.328,0
TXN-02892,CUST-8475,1591.72,temporary_bank_decline,12,1,24581.86,2,74,171,card,0.203,1
TXN-02893,CUST-2163,12835.81,temporary_bank_decline,9,5,174445.05,1,121,273,upi,0.312,1
TXN-02894,CUST-9401,30944.2,authentication_failure,11,2,56818.96,1,50,396,card,0.281,0
TXN-02895,CUST-4145,46616.58,expired_card,9,0,87953.51,1,149,256,netbanking,0.361,0
TXN-02896,CUST-1662,25940.16,temporary_bank_decline,9,0,164201.61,1,12,373,upi,0.124,1
TXN-02897,CUST-9941,36500.66,expired_card,10,1,42889.76,2,19,69,netbanking,0.225,0
TXN-02898,CUST-4007,7932.46,temporary_bank_decline,8,1,124159.42,2,115,582,card,0.227,0
TXN-02899,CUST-3756,29435.26,expired_card,6,1,111187.84,2,118,278,netbanking,0.371,1
TXN-02900,CUST-9346,22926.2,temporary_bank_decline,8,3,48461.27,0,27,155,upi,0.218,0
TXN-02901,CUST-2896,34570.61,expired_card,10,0,179793.99,0,177,230,upi,0.301,1
TXN-02902,CUST-2816,36783.49,network_error,8,2,124080.7,4,96,323,upi,0.485,0
TXN-02903,CUST-1619,9279.28,temporary_bank_decline,7,2,21647.83,4,20,263,upi,0.257,0
TXN-02904,CUST-3467,37447.91,temporary_bank_decline,12,2,30004.9,1,140,7,card,0.373,0
TXN-02905,CUST-8015,41866.08,expired_card,10,0,86984.86,0,145,164,card,0.341,1
TXN-02906,CUST-7922,41016.27,insufficient_balance,6,2,167123.06,0,27,169,upi,0.221,1
TXN-02907,CUST-8385,39826.43,temporary_bank_decline,5,2,8561.81,0,19,74,upi,0.197,0
TXN-02908,CUST-5735,10188.47,insufficient_balance,6,0,119199.17,0,84,550,card,0.105,1
TXN-02909,CUST-2425,11268.15,temporary_bank_decline,8,1,180041.52,2,77,7,card,0.242,0
TXN-02910,CUST-5055,20006.73,insufficient_balance,8,3,67263.4,1,122,444,wallet,0.357,0
TXN-02911,CUST-8886,35543.66,temporary_bank_decline,13,2,91421.21,1,173,317,netbanking,0.396,0
TXN-02912,CUST-4872,2839.41,insufficient_balance,8,2,49527.78,0,65,538,upi,0.111,1
TXN-02913,CUST-1686,12785.23,network_error,8,4,99017.61,4,109,417,card,0.449,0
TXN-02914,CUST-6986,47858.87,authentication_failure,5,2,190176.08,4,153,481,card,0.564,0
TXN-02915,CUST-4250,10224.09,temporary_bank_decline,6,2,28687.94,2,69,49,upi,0.169,1
TXN-02916,CUST-8376,24289.54,temporary_bank_decline,9,2,194635.84,2,139,143,netbanking,0.386,1
TXN-02917,CUST-7453,12495.59,expired_card,13,0,185215.57,1,99,469,upi,0.159,1
TXN-02918,CUST-4641,40598.27,expired_card,3,0,24630.64,4,113,383,card,0.377,0
TXN-02919,CUST-3312,10592.16,temporary_bank_decline,8,1,131002.18,2,164,210,upi,0.301,1
TXN-02920,CUST-3378,27737.94,insufficient_balance,6,0,63840.19,4,178,111,upi,0.519,0
TXN-02921,CUST-9748,19004.84,temporary_bank_decline,13,3,15988.95,1,73,32,card,0.346,0
TXN-02922,CUST-1162,18630.28,temporary_bank_decline,8,2,20667.89,2,27,386,card,0.225,0
TXN-02923,CUST-3854,5109.62,insufficient_balance,10,2,111717.81,1,4,553,card,0.144,1
TXN-02924,CUST-9780,5826.85,temporary_bank_decline,1,0,131794.85,2,75,89,upi,0.212,1
TXN-02925,CUST-4198,9841.65,authentication_failure,9,2,153043.39,2,86,536,card,0.271,0
TXN-02926,CUST-8017,17766.09,temporary_bank_decline,3,0,199294.41,0,138,426,netbanking,0.246,0
TXN-02927,CUST-6764,30388.2,network_error,7,1,45249.09,1,144,170,card,0.413,0
TXN-02928,CUST-3158,43132.13,temporary_bank_decline,8,2,13228.73,2,151,44,card,0.504,0
TXN-02929,CUST-8023,32962.29,insufficient_balance,11,0,190488.46,3,103,408,card,0.439,1
TXN-02930,CUST-5368,6568.07,expired_card,7,2,49783.02,3,12,497,wallet,0.261,0
TXN-02931,CUST-6177,30447.4,temporary_bank_decline,5,0,109415.26,0,146,441,card,0.3,1
TXN-02932,CUST-6647,25043.88,expired_card,8,2,152410.32,4,82,528,upi,0.422,1
TXN-02933,CUST-7659,2977.26,temporary_bank_decline,3,1,10072.32,2,171,305,upi,0.291,1
TXN-02934,CUST-6344,965.45,temporary_bank_decline,8,3,143037.82,1,123,35,upi,0.283,1
TXN-02935,CUST-9831,36218.08,temporary_bank_decline,15,0,154472.18,4,152,67,card,0.524,0
TXN-02936,CUST-5976,16345.03,temporary_bank_decline,4,0,160009.76,4,174,110,upi,0.356,0
TXN-02937,CUST-5466,8470.92,expired_card,16,0,162294.32,0,31,294,card,0.0,1
TXN-02938,CUST-4819,30758.93,network_error,7,3,133055.72,1,17,486,netbanking,0.269,0
TXN-02939,CUST-1473,5268.43,temporary_bank_decline,6,3,82816.96,0,16,486,upi,0.084,0
TXN-02940,CUST-4173,17059.52,network_error,7,2,136831.07,4,115,398,card,0.447,1
TXN-02941,CUST-7651,35638.46,expired_card,6,0,89639.29,3,118,133,card,0.412,0
TXN-02942,CUST-7130,24317.28,authentication_failure,8,0,52839.32,1,157,189,wallet,0.308,0
TXN-02943,CUST-3237,46730.85,expired_card,10,3,69916.69,1,31,193,wallet,0.339,1
TXN-02944,CUST-5783,41404.22,temporary_bank_decline,5,3,192254.13,3,155,11,wallet,0.521,0
TXN-02945,CUST-9386,5733.74,network_error,10,1,196213.95,2,56,168,card,0.152,1
TXN-02946,CUST-4707,17009.07,network_error,12,1,115949.42,0,35,413,netbanking,0.146,0
TXN-02947,CUST-4837,10791.03,expired_card,12,0,134616.1,3,47,498,wallet,0.187,0
TXN-02948,CUST-8330,42518.63,authentication_failure,7,3,169313.32,4,83,290,wallet,0.511,0
TXN-02949,CUST-3792,6129.23,insufficient_balance,6,2,197205.91,2,57,169,wallet,0.305,0
TXN-02950,CUST-5864,44660.9,network_error,7,0,59656.58,4,113,372,card,0.507,0
TXN-02951,CUST-4113,3808.3,temporary_bank_decline,5,1,13566.04,4,91,254,upi,0.311,0
TXN-02952,CUST-5002,41385.49,insufficient_balance,7,1,122275.79,2,38,129,netbanking,0.304,1
TXN-02953,CUST-2005,27215.66,temporary_bank_decline,9,0,141096.95,4,18,366,upi,0.277,1
TXN-02954,CUST-1444,47529.54,authentication_failure,13,2,32785.69,4,151,483,card,0.594,1
TXN-02955,CUST-2902,41062.26,authentication_failure,9,4,113131.02,1,136,220,card,0.435,0
TXN-02956,CUST-4675,49981.02,expired_card,8,1,140213.34,4,6,47,card,0.477,0
TXN-02957,CUST-3865,5888.82,temporary_bank_decline,6,3,57696.93,2,158,429,netbanking,0.335,1
TXN-02958,CUST-4462,27640.79,temporary_bank_decline,8,0,63576.67,3,128,409,upi,0.349,0
TXN-02959,CUST-9154,45620.84,insufficient_balance,9,1,91616.16,2,25,56,upi,0.331,0
TXN-02960,CUST-1613,40941.32,network_error,14,3,162081.51,2,168,534,upi,0.488,1
TXN-02961,CUST-9068,45181.91,temporary_bank_decline,6,2,49636.56,0,106,225,card,0.383,0
TXN-02962,CUST-1683,6664.28,network_error,7,2,28915.04,4,77,187,upi,0.328,1
TXN-02963,CUST-9008,16402.0,insufficient_balance,6,2,109846.27,0,108,280,upi,0.222,0
TXN-02964,CUST-4020,1872.53,temporary_bank_decline,8,1,169188.81,2,150,318,upi,0.311,0
TXN-02965,CUST-1067,40638.01,expired_card,7,2,85644.13,4,52,516,card,0.459,0
TXN-02966,CUST-1793,41570.79,temporary_bank_decline,8,0,91705.3,2,104,328,upi,0.316,1
TXN-02967,CUST-9414,14409.12,authentication_failure,5,1,21155.15,0,115,438,wallet,0.298,1
TXN-02968,CUST-6826,1534.96,insufficient_balance,5,1,115673.56,2,74,503,upi,0.265,0
TXN-02969,CUST-8564,16696.3,expired_card,12,2,169551.44,1,8,201,upi,0.131,1
TXN-02970,CUST-7193,22894.08,insufficient_balance,15,2,161516.79,3,130,416,card,0.308,0
TXN-02971,CUST-6136,26913.13,insufficient_balance,9,1,171029.65,3,138,272,card,0.393,0
TXN-02972,CUST-3378,15107.54,temporary_bank_decline,4,2,28028.71,3,122,356,card,0.376,0
TXN-02973,CUST-3092,556.28,insufficient_balance,3,1,157056.34,0,141,47,wallet,0.111,1
TXN-02974,CUST-3420,35476.97,insufficient_balance,8,2,128811.42,3,109,176,card,0.413,0
TXN-02975,CUST-9240,18979.95,expired_card,6,1,87366.41,3,90,318,card,0.297,0
TXN-02976,CUST-5957,5507.61,temporary_bank_decline,16,2,179161.0,1,50,359,upi,0.155,1
TXN-02977,CUST-3498,30999.43,temporary_bank_decline,10,3,99718.28,1,150,197,netbanking,0.378,1
TXN-02978,CUST-8804,2882.47,expired_card,9,1,96213.02,0,50,263,netbanking,0.159,0
TXN-02979,CUST-9793,2477.97,expired_card,4,0,195734.93,3,174,377,upi,0.453,0
TXN-02980,CUST-1921,25814.09,authentication_failure,9,0,154936.79,2,151,124,card,0.271,0
TXN-02981,CUST-5201,42836.9,authentication_failure,9,1,135293.02,1,42,146,card,0.341,1
TXN-02982,CUST-1793,43536.7,insufficient_balance,7,2,109512.17,1,135,595,wallet,0.394,0
TXN-02983,CUST-2691,45516.47,authentication_failure,10,1,88314.41,2,83,531,card,0.388,0
TXN-02984,CUST-9977,31897.48,temporary_bank_decline,14,3,81028.61,2,165,163,card,0.481,0
TXN-02985,CUST-3111,21993.29,network_error,5,0,148211.62,2,169,138,upi,0.38,1
TXN-02986,CUST-1946,43828.85,expired_card,5,0,43748.02,0,82,542,upi,0.146,1
TXN-02987,CUST-4629,11041.62,expired_card,6,0,63838.55,2,89,61,upi,0.228,0
TXN-02988,CUST-1461,12803.32,temporary_bank_decline,8,2,4585.26,0,94,395,wallet,0.203,1
TXN-02989,CUST-5909,20821.87,authentication_failure,8,2,35113.01,3,125,227,card,0.293,0
TXN-02990,CUST-8425,40813.87,insufficient_balance,6,2,147269.0,3,147,163,upi,0.542,0
TXN-02991,CUST-2627,15590.72,expired_card,9,2,133022.4,4,113,572,upi,0.503,0
TXN-02992,CUST-5463,10239.01,insufficient_balance,9,1,169473.05,2,138,80,upi,0.282,0
TXN-02993,CUST-1545,10714.11,network_error,12,1,138523.98,1,11,211,upi,0.171,1
TXN-02994,CUST-6642,17015.83,expired_card,8,0,77867.54,1,68,461,card,0.16,1
TXN-02995,CUST-4029,3707.4,authentication_failure,8,2,182183.48,4,140,220,upi,0.337,0
TXN-02996,CUST-8043,6118.83,temporary_bank_decline,6,1,186374.34,1,96,580,card,0.139,1
TXN-02997,CUST-1722,37183.27,temporary_bank_decline,8,2,88427.82,4,122,265,wallet,0.434,0
TXN-02998,CUST-6528,48965.21,expired_card,9,0,139692.98,0,73,363,netbanking,0.278,1
TXN-02999,CUST-2064,21624.43,insufficient_balance,11,1,29675.87,4,168,599,upi,0.449,0
TXN-03000,CUST-7645,37630.62,authentication_failure,3,2,168083.19,4,115,68,card,0.519,0
TXN-03001,CUST-6732,16842.01,temporary_bank_decline,9,1,196160.76,2,78,356,upi,0.312,0
TXN-03002,CUST-4862,21412.88,temporary_bank_decline,6,0,97457.74,0,19,134,netbanking,0.124,1
TXN-03003,CUST-2290,48787.87,network_error,8,2,161924.38,3,163,539,upi,0.607,0
TXN-03004,CUST-8282,27964.03,insufficient_balance,6,3,36593.81,4,92,531,upi,0.518,1
TXN-03005,CUST-8881,9780.36,authentication_failure,8,2,89759.17,4,111,399,netbanking,0.383,0
TXN-03006,CUST-2204,10339.37,network_error,9,4,144208.84,2,45,479,upi,0.308,1
TXN-03007,CUST-9880,37018.73,expired_card,6,3,58159.13,2,65,387,card,0.48,0
TXN-03008,CUST-6461,20619.08,insufficient_balance,4,1,178242.7,4,9,339,upi,0.297,0
TXN-03009,CUST-4547,12142.17,insufficient_balance,2,3,33354.66,4,2,377,netbanking,0.342,0
TXN-03010,CUST-5208,46903.57,temporary_bank_decline,10,1,118530.74,0,121,390,upi,0.374,0
TXN-03011,CUST-6034,43979.04,authentication_failure,3,0,11349.5,4,100,181,upi,0.541,0
TXN-03012,CUST-9217,32424.66,network_error,5,1,149956.68,1,58,357,netbanking,0.259,1
TXN-03013,CUST-4003,4057.92,authentication_failure,10,3,184979.19,3,5,557,wallet,0.198,0
TXN-03014,CUST-5463,19579.34,expired_card,10,0,2069.9,0,172,52,upi,0.245,1
TXN-03015,CUST-5914,49170.62,network_error,3,2,136016.96,2,27,541,card,0.308,0
TXN-03016,CUST-2669,14691.53,expired_card,15,1,179177.62,4,56,325,card,0.338,0
TXN-03017,CUST-8200,34593.51,temporary_bank_decline,7,0,143738.43,0,88,263,card,0.173,1
TXN-03018,CUST-8537,45352.78,temporary_bank_decline,7,2,128023.25,3,9,515,card,0.346,0
TXN-03019,CUST-1433,30366.48,authentication_failure,9,1,179693.08,4,147,447,upi,0.532,1
TXN-03020,CUST-1268,31531.36,authentication_failure,8,4,10219.6,3,102,277,card,0.453,1
TXN-03021,CUST-6075,49682.36,authentication_failure,11,2,190178.5,4,140,110,card,0.561,0
TXN-03022,CUST-5650,16338.02,temporary_bank_decline,9,0,2178.69,4,65,311,card,0.339,0
TXN-03023,CUST-8469,12546.74,network_error,7,3,148840.65,4,75,151,card,0.373,0
TXN-03024,CUST-9638,42113.0,temporary_bank_decline,5,2,104542.64,2,130,162,upi,0.437,1
TXN-03025,CUST-7583,40548.37,expired_card,8,0,7923.91,4,163,380,upi,0.554,1
TXN-03026,CUST-3202,19280.25,temporary_bank_decline,8,1,122293.4,0,134,215,card,0.264,1
TXN-03027,CUST-8517,40438.22,network_error,8,0,12566.92,4,130,327,netbanking,0.495,1
TXN-03028,CUST-7699,7388.23,expired_card,9,1,49865.92,4,57,50,card,0.355,0
TXN-03029,CUST-2739,15938.32,authentication_failure,9,1,108963.41,2,90,448,card,0.257,0
TXN-03030,CUST-5647,30122.7,temporary_bank_decline,8,1,2820.12,1,63,269,upi,0.284,1
TXN-03031,CUST-3202,27008.17,expired_card,5,5,114766.4,2,58,331,card,0.342,0
TXN-03032,CUST-3147,16511.01,network_error,8,2,180400.02,2,67,410,wallet,0.205,1
TXN-03033,CUST-8976,16766.58,authentication_failure,8,1,50072.22,0,170,279,upi,0.234,1
TXN-03034,CUST-7779,39782.96,insufficient_balance,11,0,104369.1,3,131,580,card,0.386,0
TXN-03035,CUST-4685,29771.9,expired_card,7,2,92528.39,2,80,409,netbanking,0.421,0
TXN-03036,CUST-9428,3325.14,expired_card,10,1,32594.84,4,155,432,wallet,0.376,0
TXN-03037,CUST-3793,9910.2,temporary_bank_decline,9,0,95806.41,4,86,163,upi,0.253,1
TXN-03038,CUST-4178,34998.38,temporary_bank_decline,12,3,9423.13,1,2,575,upi,0.235,0
TXN-03039,CUST-9679,34034.31,expired_card,5,1,197719.15,4,85,339,upi,0.476,0
TXN-03040,CUST-8178,15428.09,network_error,4,4,119456.91,4,114,78,upi,0.418,0
TXN-03041,CUST-8479,42217.28,network_error,9,0,31793.89,3,160,218,card,0.448,0
TXN-03042,CUST-7125,14909.35,temporary_bank_decline,12,1,18601.88,3,105,51,upi,0.3,1
TXN-03043,CUST-2238,1241.56,temporary_bank_decline,8,2,132655.59,3,1,150,card,0.221,0
TXN-03044,CUST-9776,36892.93,temporary_bank_decline,8,0,51554.06,1,60,155,netbanking,0.256,0
TXN-03045,CUST-3342,20070.85,insufficient_balance,17,2,154553.67,3,147,578,netbanking,0.453,1
TXN-03046,CUST-7526,36145.55,temporary_bank_decline,8,1,177711.18,0,36,412,upi,0.152,1
TXN-03047,CUST-6612,16786.37,authentication_failure,7,1,87738.58,1,109,466,card,0.296,0
TXN-03048,CUST-7569,35075.76,expired_card,4,1,40631.55,0,179,485,card,0.317,1
TXN-03049,CUST-1303,37984.07,network_error,6,3,117162.14,4,148,323,wallet,0.552,0
TXN-03050,CUST-4971,33291.93,insufficient_balance,12,0,19510.74,3,61,592,netbanking,0.31,0
TXN-03051,CUST-7355,7911.31,insufficient_balance,6,4,162160.12,1,20,197,card,0.288,1
TXN-03052,CUST-6243,41904.76,expired_card,11,0,182375.02,4,72,149,wallet,0.296,1
TXN-03053,CUST-3052,17989.28,expired_card,3,0,131540.49,0,99,161,upi,0.139,1
TXN-03054,CUST-1986,2083.65,insufficient_balance,8,2,196727.21,4,114,272,upi,0.393,0
TXN-03055,CUST-3627,42526.17,expired_card,11,2,125147.07,3,93,591,upi,0.434,1
TXN-03056,CUST-6296,26083.0,authentication_failure,8,0,188380.36,0,26,82,card,0.212,1
TXN-03057,CUST-9705,13897.28,expired_card,6,4,123426.96,2,14,315,upi,0.264,1
TXN-03058,CUST-7067,37103.74,insufficient_balance,8,0,150677.23,1,19,278,netbanking,0.247,0
TXN-03059,CUST-1205,8973.39,network_error,5,2,17865.52,2,151,534,netbanking,0.395,0
TXN-03060,CUST-8177,7534.43,network_error,13,0,26107.4,2,153,113,upi,0.181,0
TXN-03061,CUST-2885,29154.17,temporary_bank_decline,9,2,29712.55,4,159,139,card,0.51,0
TXN-03062,CUST-2914,7347.8,temporary_bank_decline,14,1,8342.68,4,123,334,card,0.348,0
TXN-03063,CUST-9251,33546.78,expired_card,9,2,192633.79,1,130,481,card,0.418,0
TXN-03064,CUST-2608,34922.76,expired_card,9,1,174701.27,3,163,361,card,0.469,0
TXN-03065,CUST-6142,11331.21,network_error,4,2,15044.9,2,4,55,upi,0.235,0
TXN-03066,CUST-2663,13182.35,network_error,7,1,176799.38,4,81,277,upi,0.413,0
TXN-03067,CUST-8730,498.09,temporary_bank_decline,4,1,167733.94,2,130,255,card,0.277,0
TXN-03068,CUST-4245,8762.57,temporary_bank_decline,10,1,28106.48,2,68,45,netbanking,0.227,0
TXN-03069,CUST-7195,9379.99,insufficient_balance,11,3,80142.36,4,133,170,wallet,0.399,0
TXN-03070,CUST-7148,40118.82,network_error,5,3,141836.05,1,60,570,card,0.444,1
TXN-03071,CUST-7153,1579.46,expired_card,6,1,82278.09,1,68,323,upi,0.176,1
TXN-03072,CUST-5670,26955.71,insufficient_balance,12,1,132845.15,2,107,243,card,0.291,0
TXN-03073,CUST-1273,28278.68,temporary_bank_decline,7,0,124851.22,4,92,53,card,0.469,1
TXN-03074,CUST-2823,42055.41,network_error,6,1,106956.53,0,28,240,card,0.141,0
TXN-03075,CUST-9239,7162.7,insufficient_balance,8,1,27167.71,1,154,536,upi,0.247,0
TXN-03076,CUST-2288,36430.23,network_error,6,2,115135.76,3,36,153,card,0.384,1
TXN-03077,CUST-7386,1692.61,temporary_bank_decline,9,1,192166.23,4,147,287,card,0.398,0
TXN-03078,CUST-6002,10554.17,network_error,8,3,49680.6,0,175,149,wallet,0.307,1
TXN-03079,CUST-2259,25735.88,temporary_bank_decline,2,4,108470.73,2,5,266,upi,0.253,0
TXN-03080,CUST-9321,10254.51,temporary_bank_decline,5,2,109720.42,2,96,199,netbanking,0.368,0
TXN-03081,CUST-4957,7549.93,temporary_bank_decline,8,1,122109.86,1,120,341,card,0.259,1
TXN-03082,CUST-5747,16836.07,expired_card,5,1,51206.57,3,64,499,wallet,0.362,0
TXN-03083,CUST-9361,2063.09,temporary_bank_decline,12,1,177217.31,3,25,258,card,0.126,0
TXN-03084,CUST-7631,34935.9,temporary_bank_decline,9,3,174332.7,0,151,513,card,0.307,1
TXN-03085,CUST-1595,35008.48,insufficient_balance,5,1,67239.66,0,4,392,upi,0.163,1
TXN-03086,CUST-8649,33117.57,temporary_bank_decline,12,3,154098.32,0,16,26,card,0.231,1
TXN-03087,CUST-1951,18999.14,expired_card,6,3,83600.02,0,66,249,card,0.269,0
TXN-03088,CUST-3880,24944.59,network_error,10,1,92544.61,4,39,295,upi,0.43,0
TXN-03089,CUST-6793,32439.65,network_error,9,0,154925.05,1,86,251,upi,0.248,1
TXN-03090,CUST-3695,38756.83,authentication_failure,12,0,178197.9,1,124,524,card,0.309,0
TXN-03091,CUST-2027,32364.56,authentication_failure,17,0,44126.92,2,75,135,netbanking,0.281,1
TXN-03092,CUST-8269,7537.75,expired_card,7,1,159107.67,3,12,233,upi,0.257,0
TXN-03093,CUST-4051,5691.09,network_error,15,0,9309.46,2,137,308,card,0.21,1
TXN-03094,CUST-3598,20000.32,network_error,5,1,91720.5,3,48,249,upi,0.33,0
TXN-03095,CUST-1513,4538.02,network_error,8,2,94608.24,1,82,342,card,0.224,0
TXN-03096,CUST-3114,39558.34,insufficient_balance,5,1,80885.3,0,146,99,upi,0.33,0
TXN-03097,CUST-4931,47803.41,expired_card,3,1,42584.91,1,176,532,wallet,0.435,0
TXN-03098,CUST-6634,7130.98,temporary_bank_decline,8,2,71714.05,3,119,301,card,0.369,0
TXN-03099,CUST-8692,3958.39,authentication_failure,8,2,168411.43,2,132,29,upi,0.363,1
